Brand,Generic Category,Category,Sub Category,SKU,Product Name,Product Variant Name,Processor,Connectivity,Memory,Storage,Colour,Display,ALP Inc VAT,Media URLs,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MXY53HN/A,iPhone 16 Plus,iPhone 16 Plus 256GB Teal,,,,256GB,Teal,,"99,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20256GB%20Teal/iPhone%2016%20Plus%20256GB%20Teal6.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MY1P3HN/A,iPhone 16 Plus,iPhone 16 Plus 512GB Black,,,,512GB,Black,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Black/iPhone%2016%20Plus%20512GB%20Black3.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MY1X3HN/A,iPhone 16 Plus,iPhone 16 Plus 512GB White,,,,512GB,White,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20White/iPhone%2016%20Plus%20512GB%20White6.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MY253HN/A,iPhone 16 Plus,iPhone 16 Plus 512GB Pink,,,,512GB,Pink,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Pink/iPhone%2016%20Plus%20512GB%20Pink1.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MY2D3HN/A,iPhone 16 Plus,iPhone 16 Plus 512GB Ultramarine,,,,512GB,Ultramarine,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Ultramarine/iPhone%2016%20Plus%20512GB%20Ultramarine.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Plus,MY2J3HN/A,iPhone 16 Plus,iPhone 16 Plus 512GB Teal,,,,512GB,Teal,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Plus/iPhone%2016%20Plus%20512GB%20Teal/iPhone%2016%20Plus%20512GB%20Teal4.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYE73HN/A,iPhone 16,iPhone 16 128GB Black,,,,128GB,Black,,"79,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Black/iPhone%2016%20128GB%20Black1.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYE93HN/A,iPhone 16,iPhone 16 128GB White,,,,128GB,White,,"79,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20White/iPhone%2016%20128GB%20White4.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEA3HN/A,iPhone 16,iPhone 16 128GB Pink,,,,128GB,Pink,,"79,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Pink/iPhone%2016%20128GB%20Pink1.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEC3HN/A,iPhone 16,iPhone 16 128GB Ultramarine,,,,128GB,Ultramarine,,"79,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Ultramarine/iPhone%2016%20128GB%20Ultramarine.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYED3HN/A,iPhone 16,iPhone 16 128GB Teal,,,,128GB,Teal,,"79,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20128GB%20Teal/iPhone%2016%20128GB%20Teal3.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEE3HN/A,iPhone 16,iPhone 16 256GB Black,,,,256GB,Black,,"89,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Black/iPhone%2016%20256GB%20Black3.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEF3HN/A,iPhone 16,iPhone 16 256GB White,,,,256GB,White,,"89,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20White/iPhone%2016%20256GB%20White6.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEG3HN/A,iPhone 16,iPhone 16 256GB Pink,,,,256GB,Pink,,"89,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Pink/iPhone%2016%20256GB%20Pink.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEH3HN/A,iPhone 16,iPhone 16 256GB Ultramarine,,,,256GB,Ultramarine,,"89,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Ultramarine/iPhone%2016%20256GB%20Ultramarine1.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEJ3HN/A,iPhone 16,iPhone 16 256GB Teal,,,,256GB,Teal,,"89,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20256GB%20Teal/iPhone%2016%20256GB%20Teal.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEK3HN/A,iPhone 16,iPhone 16 512GB Black,,,,512GB,Black,,"109,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Black/iPhone%2016%20512GB%20Black4.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEP3HN/A,iPhone 16,iPhone 16 512GB White,,,,512GB,White,,"109,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20512GB%20White2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20256GB%20White3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20512GB%20White4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20512GB%20White5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20512GB%20White6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20White/iPhone%2016%20512GB%20White.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEQ3HN/A,iPhone 16,iPhone 16 512GB Pink,,,,512GB,Pink,,"109,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Pink/iPhone%2016%20512GB%20Pink1.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYER3HN/A,iPhone 16,iPhone 16 512GB Ultramarine,,,,512GB,Ultramarine,,"109,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Ultramarine/iPhone%2016%20512GB%20Ultramarine5.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16,MYEU3HN/A,iPhone 16,iPhone 16 512GB Teal,,,,512GB,Teal,,"109,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal6.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016/iPhone%2016%20512GB%20Teal/iPhone%2016%20512GB%20Teal3.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Pro,MYND3HN/A,iPhone 16 Pro,iPhone 16 Pro 128GB Black Titanium,,,,128GB,Black Titanium,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium1.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20Black%20Titanium/iPhone%2016%20Pro%20128GB%20Black%20Titanium2.webp,,,,,,,,,,,,,,,,,,,
APPLE,Mobiles,IPHONE,iPhone 16 Pro,MYNE3HN/A,iPhone 16 Pro,iPhone 16 Pro 128GB White Titanium,,,,128GB,White Titanium,,"119,900.00",https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium3.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium2.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium5.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium4.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium.webp;https://gurucodes-data.pages.dev/websites/conquer/iPhones/iPhone%2016%20Pro/iPhone%2016%20Pro%20128GB%20White%20Titanium/iPhone%2016%20Pro%20128GB%20White%20Titanium1.webp,,,,,,,,,,,,,,,,,,,
