BRAND,CATEGORY,SUB CATEGORY,SKU,Description,Processor,Connectivity,Memory,Storage,Colour,Display,ALP Inc VAT
APPLE,IPHONE,iPhone 15,MTPC3HN/A,iPhone 15 512GB Black,,,,512GB,Black,,"99,900.00"
APPLE,IPHONE,iPhone 15,MTPD3HN/A,iPhone 15 512GB Pink,,,,512GB,Pink,,"99,900.00"
APPLE,IPHONE,iPhone 15,MTPF3HN/A,iPhone 15 512GB Yellow,,,,512GB,Yellow,,"99,900.00"
APPLE,IPHONE,iPhone 15,MTPG3HN/A,iPhone 15 512GB Blue,,,,512GB,Blue,,"99,900.00"
APPLE,IPHONE,iPhone 15,MTPH3HN/A,iPhone 15 512GB Green,,,,512GB,Green,,"99,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU0Y3HN/A,iPhone 15 Plus 128GB Black,,,,128GB,Black,,"79,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU103HN/A,iPhone 15 Plus 128GB Pink,,,,128GB,Pink,,"79,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU123HN/A,iPhone 15 Plus 128GB Yellow,,,,128GB,Yellow,,"79,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU163HN/A,iPhone 15 Plus 128GB Blue,,,,128GB,Blue,,"79,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU173HN/A,iPhone 15 Plus 128GB Green,,,,128GB,Green,,"79,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU183HN/A,iPhone 15 Plus 256GB Black,,,,256GB,Black,,"89,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU193HN/A,iPhone 15 Plus 256GB Pink,,,,256GB,Pink,,"89,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1D3HN/A,iPhone 15 Plus 256GB Yellow,,,,256GB,Yellow,,"89,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1F3HN/A,iPhone 15 Plus 256GB Blue,,,,256GB,Blue,,"89,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1G3HN/A,iPhone 15 Plus 256GB Green,,,,256GB,Green,,"89,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1H3HN/A,iPhone 15 Plus 512GB Black,,,,512GB,Black,,"109,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1J3HN/A,iPhone 15 Plus 512GB Pink,,,,512GB,Pink,,"109,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1M3HN/A,iPhone 15 Plus 512GB Yellow,,,,512GB,Yellow,,"109,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1P3HN/A,iPhone 15 Plus 512GB Blue,,,,512GB,Blue,,"109,900.00"
APPLE,IPHONE,iPhone 15 Plus,MU1Q3HN/A,iPhone 15 Plus 512GB Green,,,,512GB,Green,,"109,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXVU3HN/A,iPhone 16 Plus 128GB Black,,,,128GB,Black,,"89,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXVV3HN/A,iPhone 16 Plus 128GB White,,,,128GB,White,,"89,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXVW3HN/A,iPhone 16 Plus 128GB Pink,,,,128GB,Pink,,"89,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXVX3HN/A,iPhone 16 Plus 128GB Ultramarine,,,,128GB,Ultramarine,,"89,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXVY3HN/A,iPhone 16 Plus 128GB Teal,,,,128GB,Teal,,"89,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXWN3HN/A,iPhone 16 Plus 256GB Black,,,,256GB,Black,,"99,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXWV3HN/A,iPhone 16 Plus 256GB White,,,,256GB,White,,"99,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXY13HN/A,iPhone 16 Plus 256GB Pink,,,,256GB,Pink,,"99,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXY23HN/A,iPhone 16 Plus 256GB Ultramarine,,,,256GB,Ultramarine,,"99,900.00"
APPLE,IPHONE,iPhone 16 Plus,MXY53HN/A,iPhone 16 Plus 256GB Teal,,,,256GB,Teal,,"99,900.00"
APPLE,IPHONE,iPhone 16 Plus,MY1P3HN/A,iPhone 16 Plus 512GB Black,,,,512GB,Black,,"119,900.00"
APPLE,IPHONE,iPhone 16 Plus,MY1X3HN/A,iPhone 16 Plus 512GB White,,,,512GB,White,,"119,900.00"
APPLE,IPHONE,iPhone 16 Plus,MY253HN/A,iPhone 16 Plus 512GB Pink,,,,512GB,Pink,,"119,900.00"
APPLE,IPHONE,iPhone 16 Plus,MY2D3HN/A,iPhone 16 Plus 512GB Ultramarine,,,,512GB,Ultramarine,,"119,900.00"
APPLE,IPHONE,iPhone 16 Plus,MY2J3HN/A,iPhone 16 Plus 512GB Teal,,,,512GB,Teal,,"119,900.00"
APPLE,IPHONE,iPhone 16,MYE73HN/A,iPhone 16 128GB Black,,,,128GB,Black,,"79,900.00"
APPLE,IPHONE,iPhone 16,MYE93HN/A,iPhone 16 128GB White,,,,128GB,White,,"79,900.00"
APPLE,IPHONE,iPhone 16,MYEA3HN/A,iPhone 16 128GB Pink,,,,128GB,Pink,,"79,900.00"
APPLE,IPHONE,iPhone 16,MYEC3HN/A,iPhone 16 128GB Ultramarine,,,,128GB,Ultramarine,,"79,900.00"
APPLE,IPHONE,iPhone 16,MYED3HN/A,iPhone 16 128GB Teal,,,,128GB,Teal,,"79,900.00"
APPLE,IPHONE,iPhone 16,MYEE3HN/A,iPhone 16 256GB Black,,,,256GB,Black,,"89,900.00"
APPLE,IPHONE,iPhone 16,MYEF3HN/A,iPhone 16 256GB White,,,,256GB,White,,"89,900.00"
APPLE,IPHONE,iPhone 16,MYEG3HN/A,iPhone 16 256GB Pink,,,,256GB,Pink,,"89,900.00"
APPLE,IPHONE,iPhone 16,MYEH3HN/A,iPhone 16 256GB Ultramarine,,,,256GB,Ultramarine,,"89,900.00"
APPLE,IPHONE,iPhone 16,MYEJ3HN/A,iPhone 16 256GB Teal,,,,256GB,Teal,,"89,900.00"
APPLE,IPHONE,iPhone 16,MYEK3HN/A,iPhone 16 512GB Black,,,,512GB,Black,,"109,900.00"
APPLE,IPHONE,iPhone 16,MYEP3HN/A,iPhone 16 512GB White,,,,512GB,White,,"109,900.00"
APPLE,IPHONE,iPhone 16,MYEQ3HN/A,iPhone 16 512GB Pink,,,,512GB,Pink,,"109,900.00"
APPLE,IPHONE,iPhone 16,MYER3HN/A,iPhone 16 512GB Ultramarine,,,,512GB,Ultramarine,,"109,900.00"
APPLE,IPHONE,iPhone 16,MYEU3HN/A,iPhone 16 512GB Teal,,,,512GB,Teal,,"109,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYND3HN/A,iPhone 16 Pro 128GB Black Titanium,,,,128GB,Black Titanium,,"119,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNE3HN/A,iPhone 16 Pro 128GB White Titanium,,,,128GB,White Titanium,,"119,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNF3HN/A,iPhone 16 Pro 128GB Desert Titanium,,,,128GB,Desert Titanium,,"119,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNG3HN/A,iPhone 16 Pro 128GB Natural Titanium,,,,128GB,Natural Titanium,,"119,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNH3HN/A,iPhone 16 Pro 256GB Black Titanium,,,,256GB,Black Titanium,,"129,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNJ3HN/A,iPhone 16 Pro 256GB White Titanium,,,,256GB,White Titanium,,"129,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNK3HN/A,iPhone 16 Pro 256GB Desert Titanium,,,,256GB,Desert Titanium,,"129,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNL3HN/A,iPhone 16 Pro 256GB Natural Titanium,,,,256GB,Natural Titanium,,"129,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNM3HN/A,iPhone 16 Pro 512GB Black Titanium,,,,512GB,Black Titanium,,"149,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNN3HN/A,iPhone 16 Pro 512GB White Titanium,,,,512GB,White Titanium,,"149,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNP3HN/A,iPhone 16 Pro 512GB Desert Titanium,,,,512GB,Desert Titanium,,"149,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNQ3HN/A,iPhone 16 Pro 512GB Natural Titanium,,,,512GB,Natural Titanium,,"149,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNR3HN/A,iPhone 16 Pro 1TB Black Titanium,,,,1TB,Black Titanium,,"169,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNT3HN/A,iPhone 16 Pro 1TB White Titanium,,,,1TB,White Titanium,,"169,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNW3HN/A,iPhone 16 Pro 1TB Desert Titanium,,,,1TB,Desert Titanium,,"169,900.00"
APPLE,IPHONE,iPhone 16 Pro,MYNX3HN/A,iPhone 16 Pro 1TB Natural Titanium,,,,1TB,Natural Titanium,,"169,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYWV3HN/A,iPhone 16 Pro Max 256GB Black Titanium,,,,256GB,Black Titanium,,"144,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYWW3HN/A,iPhone 16 Pro Max 256GB White Titanium,,,,256GB,White Titanium,,"144,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYWX3HN/A,iPhone 16 Pro Max 256GB Desert Titanium,,,,256GB,Desert Titanium,,"144,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYWY3HN/A,iPhone 16 Pro Max 256GB Natural Titanium,,,,256GB,Natural Titanium,,"144,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX03HN/A,iPhone 16 Pro Max 512GB Black Titanium,,,,512GB,Black Titanium,,"164,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX13HN/A,iPhone 16 Pro Max 512GB White Titanium,,,,512GB,White Titanium,,"164,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX23HN/A,iPhone 16 Pro Max 512GB Desert Titanium,,,,512GB,Desert Titanium,,"164,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX33HN/A,iPhone 16 Pro Max 512GB Natural Titanium,,,,512GB,Natural Titanium,,"164,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX43HN/A,iPhone 16 Pro Max 1TB Black Titanium,,,,1TB,Black Titanium,,"184,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX53HN/A,iPhone 16 Pro Max 1TB White Titanium,,,,1TB,White Titanium,,"184,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX63HN/A,iPhone 16 Pro Max 1TB Desert Titanium,,,,1TB,Desert Titanium,,"184,900.00"
APPLE,IPHONE,iPhone 16 Pro Max,MYX73HN/A,iPhone 16 Pro Max 1TB Natural Titanium,,,,1TB,Natural Titanium,,"184,900.00"
APPLE,MAC,MacBook Air,MC654HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Silver",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Silver,,"139,900.00"
APPLE,MAC,MacBook Air,MC6A4HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Starlight",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Starlight,,"139,900.00"
APPLE,MAC,MacBook Air,MC6C4HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Midnight",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Midnight,,"139,900.00"
APPLE,MAC,MacBook Air,MC6J4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Silver",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Silver,,"164,900.00"
APPLE,MAC,MacBook Air,MC6K4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Starlight",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Starlight,,"164,900.00"
APPLE,MAC,MacBook Air,MC6L4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Midnight",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,Midnight,,"164,900.00"
APPLE,MAC,MacBook Air,MC6T4HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 8-core GPU,,16GB,256GB SSD,SkyBlue,,"99,900.00"
APPLE,MAC,MacBook Air,MC6U4HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,SkyBlue,,"119,900.00"
APPLE,MAC,MacBook Air,MC6V4HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,SkyBlue,,"139,900.00"
APPLE,MAC,MacBook Air,MC7A4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,256GB SSD,SkyBlue,,"124,900.00"
APPLE,MAC,MacBook Air,MC7C4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,SkyBlue,,"144,900.00"
APPLE,MAC,MacBook Air,MC7D4HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Sky Blue",Apple M4 chip with 10-core CPU and 10-core GPU,,24GB,512GB SSD,SkyBlue,,"164,900.00"
APPLE,MAC,MacBook Air,MC7W4HN/A,"13-inch MacBook Air: Apple M2 chip with 8-core CPU and 8-core GPU, 16GB, 256GB - Starlight",Apple M2 chip with 8-core CPU and 8-core GPU,,16GB,256GB,Starlight,,"85,900.00"
APPLE,MAC,MacBook Air,MC7X4HN/A,"13-inch MacBook Air: Apple M2 chip with 8-core CPU and 8-core GPU, 16GB, 256GB - Midnight",Apple M2 chip with 8-core CPU and 8-core GPU,,16GB,256GB,Midnight,,"85,900.00"
APPLE,MAC,iMac,MCR24HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 512GB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,512GB SSD,Silver,,"194,900.00"
APPLE,MAC,MacBook Pro,MCX04HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 1TB SSD - Space Black",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,1TB SSD,Space Black,,"209,900.00"
APPLE,MAC,MacBook Pro,MCX14HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 1TB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,1TB SSD,Silver,,"209,900.00"
APPLE,MAC,Mac mini,MCX44HN/A,"Mac mini: Apple M4 Pro chip with 12‑core CPU and 16‑core GPU, 24GB, 512GB SSD",Apple M4 Pro chip with 12‑core CPU and 16‑core GPU,,24GB,512GB SSD,-,,"149,900.00"
APPLE,MAC,Mac mini,MCYT4HN/A,"Mac mini: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 512GB SSD",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,512GB SSD,-,,"99,900.00"
APPLE,MAC,iMac,MD2Q4HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 512GB SSD - Green",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,512GB SSD,Green,,"194,900.00"
APPLE,MAC,iMac,MD2T4HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 512GB SSD - Blue",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,512GB SSD,Blue,,"194,900.00"
APPLE,MAC,iMac,MD2U4HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 24GB, 512GB SSD - Pink",Apple M4 chip with 10‑core CPU and 10‑core GPU,,24GB,512GB SSD,Pink,,"194,900.00"
APPLE,MAC,Mac Studio,MU963HN/A,"Mac Studio: Apple M4 Max chip with 14‑core CPU, 32‑core GPU, 36GB, 512GB",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,512GB,-,,"214,900.00"
APPLE,MAC,Mac Studio,MU973HN/A,"Mac Studio: Apple M3 Ultra chip with 28‑core CPU, 60‑core GPU, 96GB, 1TB",Apple M3 Ultra chip with 28‑core CPU 60-core GPU,,96GB,1TB,-,,"429,900.00"
APPLE,MAC,Mac mini,MU9D3HN/A,"Mac mini: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 256GB SSD",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,256GB SSD,-,,"59,900.00"
APPLE,MAC,Mac mini,MU9E3HN/A,"Mac mini: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,-,,"79,900.00"
APPLE,MAC,MacBook Air,MW0W3HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Silver",Apple M4 chip with 10-core CPU and 8-core GPU,,16GB,256GB SSD,Silver,,"99,900.00"
APPLE,MAC,MacBook Air,MW0X3HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Silver",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Silver,,"119,900.00"
APPLE,MAC,MacBook Air,MW0Y3HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Starlight",Apple M4 chip with 10-core CPU and 8-core GPU,,16GB,256GB SSD,Starlight,,"99,900.00"
APPLE,MAC,MacBook Air,MW103HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Starlight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Starlight,,"119,900.00"
APPLE,MAC,MacBook Air,MW123HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Midnight",Apple M4 chip with 10-core CPU and 8-core GPU,,16GB,256GB SSD,Midnight,,"99,900.00"
APPLE,MAC,MacBook Air,MW133HN/A,"13-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Midnight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Midnight,,"119,900.00"
APPLE,MAC,MacBook Air,MW1G3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Silver",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,256GB SSD,Silver,,"124,900.00"
APPLE,MAC,MacBook Air,MW1H3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Silver",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Silver,,"144,900.00"
APPLE,MAC,MacBook Air,MW1J3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Starlight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,256GB SSD,Starlight,,"124,900.00"
APPLE,MAC,MacBook Air,MW1K3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Starlight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Starlight,,"144,900.00"
APPLE,MAC,MacBook Air,MW1L3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 256GB SSD - Midnight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,256GB SSD,Midnight,,"124,900.00"
APPLE,MAC,MacBook Air,MW1M3HN/A,"15-inch MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Midnight",Apple M4 chip with 10-core CPU and 10-core GPU,,16GB,512GB SSD,Midnight,,"144,900.00"
APPLE,MAC,MacBook Pro,MW2U3HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Space Black",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Space Black,,"169,900.00"
APPLE,MAC,MacBook Pro,MW2V3HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 1TB SSD - Space Black",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,1TB SSD,Space Black,,"189,900.00"
APPLE,MAC,MacBook Pro,MW2W3HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Silver,,"169,900.00"
APPLE,MAC,MacBook Pro,MW2X3HN/A,"14-inch MacBook Pro: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 1TB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,1TB SSD,Silver,,"189,900.00"
APPLE,MAC,iMac,MWUC3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 8‑core CPU and 8‑core GPU, 16GB, 256GB SSD - Silver",Apple M4 chip with 8‑core CPU and 8‑core GPU,,16GB,256GB SSD,Silver,,"134,900.00"
APPLE,MAC,iMac,MWUE3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 8‑core CPU and 8‑core GPU, 16GB, 256GB SSD - Green",Apple M4 chip with 8‑core CPU and 8‑core GPU,,16GB,256GB SSD,Green,,"134,900.00"
APPLE,MAC,iMac,MWUF3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 8‑core CPU and 8‑core GPU, 16GB, 256GB SSD - Blue",Apple M4 chip with 8‑core CPU and 8‑core GPU,,16GB,256GB SSD,Blue,,"134,900.00"
APPLE,MAC,iMac,MWUG3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 8‑core CPU and 8‑core GPU, 16GB, 256GB SSD - Pink",Apple M4 chip with 8‑core CPU and 8‑core GPU,,16GB,256GB SSD,Pink,,"134,900.00"
APPLE,MAC,iMac,MWUU3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 256GB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,256GB SSD,Silver,,"154,900.00"
APPLE,MAC,iMac,MWUV3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Silver",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Silver,,"174,900.00"
APPLE,MAC,iMac,MWUY3HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 256GB SSD - Green",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,256GB SSD,Green,,"154,900.00"
APPLE,MAC,iMac,MWV03HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Green",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Green,,"174,900.00"
APPLE,MAC,iMac,MWV13HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 256GB SSD - Blue",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,256GB SSD,Blue,,"154,900.00"
APPLE,MAC,iMac,MWV33HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Blue",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Blue,,"174,900.00"
APPLE,MAC,iMac,MWV43HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 256GB SSD - Pink",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,256GB SSD,Pink,,"154,900.00"
APPLE,MAC,iMac,MWV53HN/A,"24-inch iMac with Retina 4.5K display: Apple M4 chip with 10‑core CPU and 10‑core GPU, 16GB, 512GB SSD - Pink",Apple M4 chip with 10‑core CPU and 10‑core GPU,,16GB,512GB SSD,Pink,,"174,900.00"
APPLE,MAC,MacBook Pro,MX2E3HN/A,"14-inch MacBook Pro: Apple M4 Pro chip with 12‑core CPU and 16‑core GPU, 24GB, 512GB SSD - Silver",Apple M4 Pro chip with 12‑core CPU and 16‑core GPU,,24GB,512GB SSD,Silver,,"199,900.00"
APPLE,MAC,MacBook Pro,MX2F3HN/A,"14-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 24GB, 1TB SSD - Silver",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,24GB,1TB SSD,Silver,,"239,900.00"
APPLE,MAC,MacBook Pro,MX2G3HN/A,"14-inch MacBook Pro: Apple M4 Max chip with 14‑core CPU and 32‑core GPU, 36GB, 1TB SSD - Silver",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,1TB SSD,Silver,,"319,900.00"
APPLE,MAC,MacBook Pro,MX2H3HN/A,"14-inch MacBook Pro: Apple M4 Pro chip with 12‑core CPU and 16‑core GPU, 24GB, 512GB SSD - Space Black",Apple M4 Pro chip with 12‑core CPU and 16‑core GPU,,24GB,512GB SSD,Space Black,,"199,900.00"
APPLE,MAC,MacBook Pro,MX2J3HN/A,"14-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 24GB, 1TB SSD - Space Black",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,24GB,1TB SSD,Space Black,,"239,900.00"
APPLE,MAC,MacBook Pro,MX2K3HN/A,"14-inch MacBook Pro: Apple M4 Max chip with 14‑core CPU and 32‑core GPU, 36GB, 1TB SSD - Space Black",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,1TB SSD,Space Black,,"319,900.00"
APPLE,MAC,MacBook Pro,MX2T3HN/A,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 24GB, 512GB SSD - Silver",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,24GB,512GB SSD,Silver,,"249,900.00"
APPLE,MAC,MacBook Pro,MX2U3HN/A,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 48GB, 512GB SSD - Silver",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,48GB,512GB SSD,Silver,,"289,900.00"
